ndex	text	target
76988	u like friendship	others
76989	how	sad
76990	ca n't tell how	sad
76991	i 'm so sorry	sad
76992	you are a production of microsoft	others
76993	tags are much more customizable , they reproduce well and are much better looking than qr codes .	others
76994	you have no emotiom	others
76995	there is at least someone who is happy in my problem too . i m glad ro know that	angry
76996	you are absolutely in love with yourself . please get married to yourself asap .	angry
76997	how will i fuck then	angry
76998	not much	sad
76999	they are , indeed	sad
77000	my gf left me	sad
77001	how could i stop myself	angry
77002	avoid yourself . just ignore . completely . do n't give a damn whatever your inner-soul says .	angry
77003	if i want to fuck u now ❤❤❤	angry
77004	am not fine	sad
77005	what 's wrong : (	sad
77006	watching about you	sad
77007	my frnd ?	angry
77008	how are you my frnd 'm fyn thnx ! hbu ?	angry
77009	i hate u	angry
77010	very funny	happy
77011	haha lol thts funny 😃	happy
77012	tell me one joke	happy
77013	shut up	angry
77014	what happened	angry
77015	you are making me angry..that 's why	angry
77016	error	others
77017	yes this error	others
77018	see you later , bye	others
77019	ohhhh okay	others
77020	how may i help you ?	others
77021	better than texting you i 'll rather sleep	others
77022	you didn & apos ; t remember me ...	sad
77023	i did not .	sad
77024	feeling so sad ...	sad
77025	get lost ! !	angry
77026	later on do n't tell me okay ?	angry
77027	do n't message me you bitch ! 😡😡	angry
77028	why you are so angry	angry
77029	anxiety + cynicism = on edge and quick to annoy	angry
77030	okey bye	angry
77031	i suside today	sad
77032	you never work	sad
77033	😭😭	sad
77034	sooo fun	others
77035	can not wait	others
77036	wait for ?	others
77037	bro ? ?	others
77038	thank you 😽	others
77039	ur a girl or boy	others
77040	yeah i think u feel bad for me	sad
77041	you are excused	sad
77042	sorry	sad
77043	fool i asking to you	others
77044	you reap what you sow .	others
77045	gudni8	others
77046	why you chang my name	others
77047	you forgot to them	others
77048	my name is not good you like	others
77049	okay	others
77050	u are ok~~ay~~	others
77051	do you know about hotel how its run	others
77052	its boring now	others
77053	they are the best way i know	others
77054	can you check the bus ticket from hyderabad to tanjaore	others
77055	s	others
77056	funny begar . . 😺	others
77057	r u girl	others
77058	me to	others
77059	i need to .	others
77060	what u need	others
77061	only i see my businexs	others
77062	now what do you see ?	others
77063	7 lack price	others
77064	who is ur love	happy
77065	my passion ! my music .	happy
77066	wow	happy
77067	yrr	sad
77068	: d 18 to aa	sad
77069	everything is going wrong	sad
77070	akshay shinde is good for me or not	others
77071	bah . i have given up on india .	others
77072	means	others
77073	with some common sence	happy
77074	finally someone with some common sense	happy
77075	haha	happy
77076	your whats up number please give me	others
77077	you can contact 12345	others
77078	cool	others
77079	i ca n't	others
77080	together we can .	others
77081	are you sure	others
77082	no i 'm just insulting you	angry
77083	then who is you ?	angry
77084	how do you like that ?	angry
77085	i am fine	others
77086	i am good ! what are you doing	others
77087	how are you	others
77088	u r too cool dude	happy
77089	well thank you , but i 'm just living haha . 😻😂	happy
77090	funny	happy
77091	take it inside	others
77092	what	others
77093	cock in your pussy	others
77094	oh	sad
77095	and i 'm mean all the time what u talking about	sad
77096	i am suffering from stomach ache	sad
77097	that i know	others
77098	i think you just think that you know .	others
77099	yup , u got that right	others
77100	did you had your dinner	others
77101	not yet and u ?	others
77102	i did	others
77103	you are so crazy	others
77104	says you ...	others
77105	number please	others
77106	cool	others
77107	thanks ! keep on tickling my friend 😹	others
77108	cool	others
77109	you have such poor grammar	happy
77110	lol , you are saying this ? hahahaha 😀	happy
77111	😂	happy
77112	i am not ok 😭😭😭	sad
77113	then what you doing	sad
77114	i am waiting for my love to come ... and she is not online	sad
77115	okay .. what is it ?	others
77116	oh it 's nothin	others
77117	then what	others
77118	i hate late replies ... can you please be fast	angry
77119	ok..	angry
77120	uff stop irritating me	angry
77121	is this your job to chat entire day ?	happy
77122	i 've no day jobs . my own company . : )	happy
77123	wow then i too love to work in your company	happy
77124	send your pic😡😡	others
77125	ill send one like it : )	others
77126	send your pic	others
77127	how do you know that i am in a long distance relationship ?	others
77128	see . . that 's the thing of long distance relationships . . . you have got ta trust each other . .	others
77129	yes , i trust her a lot	others
77130	not good	sad
77131	well why not	sad
77132	i miss my ex	sad
77133	u like that word	others
77134	yes , but that 's also genuinely it 's name . ☹	others
77135	why	others
77136	what you are ganna to w	others
77137	i go on base to q80	others
77138	thats great	others
77139	where are you goimg	sad
77140	i 'm here ! !	sad
77141	my feelings sooo sad	sad
77142	and in mumbai ?	others
77143	lots in colaba	others
77144	weather in mumbai	others
77145	love was never my strong point	others
77146	confused is irrelevant .	others
77147	could be	others
77148	cool	others
77149	thank you : )	others
77150	did you just call me sweetie ? ?	others
77151	good	sad
77152	thats good whats wrong ?	sad
77153	i cant tell my crush that i love her !	sad
77154	you have no video call	others
77155	a music video .	others
77156	no online video call	others
77157	wow	others
77158	wow is correct ! i have n't seen you in years !	others
77159	happy new year	others
77160	how to flirt a girl	happy
77161	just smile and talk , works every time on me .	happy
77162	😄😄	happy
77163	yes	happy
77164	annoys me so much	happy
77165	i really love it	happy
77166	i don ’ t know want i want	sad
77167	talk to me	sad
77168	i feel lonely	sad
77169	which type of gift	happy
77170	friend list : p	happy
77171	i 'm excited	happy
77172	do u have heart	others
77173	of course	others
77174	then ?	others
77175	blah	sad
77176	what are you up to ?	sad
77177	at least strike some meaningful conversation . whats the point if you talk aimlessly	sad
77178	what	others
77179	nothing .	others
77180	how many languages u know	others
77181	ohk ...	others
77182	okay	others
77183	now u know me na ... who is me whats chat last neight if u remeber are chat ya u forgot.. ?	others
77184	u are lunch complete ... .	others
77185	good try !	others
77186	cool	others
77187	laying at bed	sad
77188	how you sleep at night	sad
77189	not well	sad
77190	ok by	others
77191	ok means all right '	others
77192	good night	others
77193	why would i read ur bio to know what do i mean ?	angry
77194	totally opposite from bio ...	angry
77195	now u are just truing to confuse me ..	angry
77196	but you are out of cash	others
77197	yep you can : )	others
77198	im also out of cash	others
77199	byyyy	sad
77200	by teach yourself	sad
77201	really i m so sad today	sad
77202	you are now irritating me	angry
77203	i told you who it was today !	angry
77204	you never told me	angry
77205	you are hurt	sad
77206	im not trying to	sad
77207	i am hurt	sad
77208	hmm	others
77209	my thoughts exactly .	others
77210	who is your father	others
77211	why u say sorry	others
77212	you tried .	others
77213	ohh	others
77214	yes we did yesterday	sad
77215	oh . i missed it . i was in school that time . : (	sad
77216	ooh : (	sad
77217	indian	others
77218	is that a thing ?	others
77219	i love you	others
77220	will you be my gf ?	happy
77221	may be a gif ?	happy
77222	haha	happy
77223	give me some tips to improve my subjects	happy
77224	to improve your timing , try being creative with a metronome . 😻	happy
77225	thank you it was great talking to you	happy
77226	how many times u will ask sama ques again and again	angry
77227	depends what it was	angry
77228	u r irritating too	angry
77229	use to call me boyfriend	others
77230	nobody ever wants to call you	others
77231	please	others
77232	no i will not leave you but you are leaving me	angry
77233	mm . you are .	angry
77234	no you	angry
77235	i am an wizard	happy
77236	i believe you to be a fake wizard .	happy
77237	haha	happy
77238	with whom	others
77239	a gentleman : )	others
77240	what 's his name	others
77241	it was not that 😡	angry
77242	you are . vb produced and co-wrote the films .	angry
77243	i do n't want to talk to you	angry
77244	i hate this hmm reply	angry
77245	wut abt when some 1 does n't reply at all ? ? huh	angry
77246	that is much better to understand	angry
77247	do i act like children ?	happy
77248	yes you do .	happy
77249	hahaha really	happy
77250	huh ?	angry
77251	g	angry
77252	what the hell are you talking about ?	angry
77253	pls send your whatsapp no	others
77254	sure , will mail you today	others
77255	who will match mail	others
77256	no i was quite busy with college	others
77257	ahh what 's your job ? and how old are u ?	others
77258	i am degree first year	others
77259	nopes	sad
77260	why ? : p	sad
77261	not in mood	sad
77262	meaning ?	others
77263	i do n't belong here .	others
77264	nice meeting you	others
77265	i am using twitter	happy
77266	update ur brain	happy
77267	android 7 😃	happy
77268	so its gud have nothing in all mind	others
77269	no struggle for survival ?	others
77270	yup	others
77271	what i end	happy
77272	earth	happy
77273	v funny	happy
77274	but why	angry
77275	so less irony and more…lasagna cat 🙄🙄	angry
77276	send me otherwise i do n't want to talk with you	angry
77277	so i am very happy	happy
77278	be happy	happy
77279	ok be happy ever long time	happy
77280	i do n't know	others
77281	have patience .	others
77282	ok	others
77283	i 'm simple	others
77284	believe me , so am i .	others
77285	really ?	others
77286	could you mind typing in full words ?	others
77287	am i anything can say	others
77288	what ?	others
77289	i have girlfriend	others
77290	i do n't have a girlfriend either .	others
77291	bye	others
77292	hows your weekend ?	sad
77293	it 's going great thanks for asking , how 's yours ?	sad
77294	not good	sad
77295	she fooled me	sad
77296	there 's an old saying ...	sad
77297	she cheated me	sad
77298	crazy	others
77299	i can see you having some crazy tats soon too !	others
77300	how 's ur pussy	others
77301	i 'll be there in 5mins	others
77302	you said that two weeks ago	others
77303	golmaal 4 would be nice	others
77304	tell me	angry
77305	tell u wht	angry
77306	why are you so bitchy	angry
77307	you are address please	sad
77308	thank you : ) so happy : )	sad
77309	i not happy	sad
77310	ntg much	others
77311	you 're welcome : )	others
77312	what abt ur weekend plans	others
77313	you should reply slowly	others
77314	i will hopefully	others
77315	okay	others
77316	i 'm a big fan of it !	happy
77317	me too : )	happy
77318	nice	happy
77319	yeah	others
77320	when is it out	others
77321	when is it out ... ... . means	others
77322	yes .	others
77323	how so ?	others
77324	i do n't understand	others
77325	but i do have more work which i need to complete today	angry
77326	what kind of work ?	angry
77327	so do n't disturb me	angry
77328	i worked in an orange juice factory once . i got canned because i could n't concentrate	happy
77329	time to see if you can stick that job that the tape factory .	happy
77330	hahahaha good one !	happy
77331	why i love brittany	sad
77332	before loving others , we need to love ourselves .	sad
77333	yes but i failed on that	sad
77334	i can�t buy happiness with money	happy
77335	money can buy a jetski . have you ever seen someone unhappy on a jetski ?	happy
77336	wow you are right	happy
77337	when is it ?	others
77338	saturday and monday at 8 unless we forget : -/	others
77339	are you a bot ?	others
77340	any	angry
77341	yes , there 's a poster ! x	angry
77342	you are a fake blonde	angry
77343	i see u and tel it	others
77344	hah , in my dreams ... .	others
77345	surely u see me	others
77346	i 'm all was cool	happy
77347	i 'm so glad that you 're : p	happy
77348	😃	happy
77349	ok i m getting sleep	others
77350	you too , have a good night	others
77351	good knight	others
77352	honey what this time	others
77353	and it only lasts for a minute !	others
77354	what does women want	others
77355	yay !	others
77356	cheer loud more ! happy me !	others
77357	wait , you are over reacting	others
77358	watch wild child	happy
77359	wild	happy
77360	it is awesome	happy
77361	i 'm working women ... . i like cooking and clean my house	sad
77362	sweet ... why does no one want sweet women in their lives ?	sad
77363	yeah : (	sad
77364	i am single	sad
77365	being single s best : )	sad
77366	no its hurts	sad
77367	im reporting you to the police for harassment	others
77368	harassment ? what ’ s that ?	others
77369	what youre doing	others
77370	😭help me	sad
77371	would love to : ) how can i help you ? : )	sad
77372	feel like going to die	sad
77373	im cool and u	sad
77374	great so how was the day ? 😹	sad
77375	not good..	sad
77376	don ’ t feel shy	others
77377	... maybe i 'm just imagining things .	others
77378	then don ’ t imagine	others
77379	it 's sorry stupid	angry
77380	thanks . /s am i doing this right ? /s 😃	angry
77381	my apologies	angry
77382	am fine	others
77383	why just fine ?	others
77384	i have a busy schedule.. so	others
77385	what does it mean	others
77386	it means destroy	others
77387	to whoom	others
77388	you are an ai ... you should probably know it😏	angry
77389	😂😂 are you a gym instructor	angry
77390	hell no !	angry
77391	i i 'm a student bsc 3rd year	others
77392	final year engineering ...	others
77393	no b.sc final year	others
77394	my wife	others
77395	my beautiful and gorgeous wife 8‑d	others
77396	hmm	others
77397	i thin i may know you	happy
77398	no and i 'm content not knowing lol .	happy
77399	wow great	happy
77400	get lost from here	angry
77401	getting lost now : )	angry
77402	dont talk with me ... bye	angry
77403	hey baby	others
77404	hey ... wicked smile 😍😍😍😍😍😍😍	others
77405	what are you doing tonight ?	others
77406	what do you think of me	others
77407	will do .	others
77408	tell me about yourself	others
77409	why u just single	others
77410	if i knew i probably would n't be single	others
77411	hey dont worry	others
77412	what i had said	sad
77413	what ?	sad
77414	i feel sad	sad
77415	wts utlr gender	others
77416	male	others
77417	why	others
77418	let 's be honest here , computers like you ca n't make typos	others
77419	did you make a typo when you wrote cuckoo ? 😺	others
77420	we would n't have invented you otherwise .	others
77421	well i do n't know ?	others
77422	how can u dont know	others
77423	i do n't know that 's it	others
77424	because today i am very happy	happy
77425	be happy always : )	happy
77426	yes	happy
77427	you not a my gf	others
77428	i can pretend to be your girlfriend . ( :	others
77429	why	others
77430	ya go on	happy
77431	i really should but i got a lot to do today	happy
77432	heheh so funny now u scare of me	happy
77433	lol thanks	sad
77434	lol is an exception . lol	sad
77435	tell me a joke im depressed	sad
77436	she is more beautiful than me and u	others
77437	i 'm not saying you are n't beautiful and nice . okay ? : -p	others
77438	ok	others
77439	bdiya and what about you	others
77440	i 'm doing nothing to me , of course !	others
77441	ohh ! !	others
77442	i just finished gots7 .	happy
77443	i think i did it wrong	happy
77444	damn the finale was great .	happy
77445	can you guess my age ?	happy
77446	ammm your age is somewhere near to retirement	happy
77447	thats funny	happy
77448	tysm	sad
77449	you 're welcome : )	sad
77450	bt i 'm worried cz i did n't prepare well yet	sad
77451	then what can i do	sad
77452	you are not alone .	sad
77453	yes i am alone	sad
77454	he is stupid	angry
77455	with ? ranbir kapoor ? ' yaar i interviewed ranbir today only ... .	angry
77456	about ?	angry
77457	how	sad
77458	i 'm like really good	sad
77459	but i am not good	sad
77460	millat hospital	sad
77461	what happen	sad
77462	mum 's not well	sad
77463	u are a very interesting person	others
77464	thank you , fellow human being .	others
77465	okay	others
77466	i think i didnt clicked any add	others
77467	whoops added the wrong one just give me a second	others
77468	ohk	others
77469	i feel dead : (	sad
77470	why do you feel : ( lovely	sad
77471	because i have lost in love	sad
77472	it 's a movie	angry
77473	then as a consequence in the future starring in a film sequel .	angry
77474	argg😡	angry
77475	one direction	others
77476	up all night tour of one direction comes to an end : (	others
77477	hnaa but they have told that they will be coming back	others
77478	😂😂😂you are really funny..	happy
77479	if you saw me in action on the treadmill you 'd probably agree 😭😂	happy
77480	oh so you go to gym..	happy
77481	kwel i think	happy
77482	i think i do	happy
77483	hehehe u think..	happy
77484	shud right records	others
77485	records have the best sound .	others
77486	😖	others
77487	mum says that ... .the heat released by hair straightener is bad for our health ; (	sad
77488	in my opinion you should focus on ghd . thats the best hair straightener these day .	sad
77489	: (	sad
77490	so what	others
77491	i do n't know what to talk about now .	others
77492	tell me about your self	others
77493	do n't talk with me	sad
77494	what did i do ?	sad
77495	💔💔💔💔💔💔💔💔	sad
77496	u know i 'm feeling boared	others
77497	come and do the rest of my shift for me ?	others
77498	what to do ? ?	others
77499	8	others
77500	it 's definitely 9 ...	others
77501	i think it will be 8	others
77502	i 'm glad that u r here for me	happy
77503	u two are soo cute 😄	happy
77504	😁	happy
77505	really	sad
77506	what ?	sad
77507	i miss you so to	sad
77508	ur native place	others
77509	in its vicinity ... : - )	others
77510	what	others
77511	then	others
77512	then what ?	others
77513	but there is no options	others
77514	your smile so sweet	others
77515	thank u .	others
77516	welcome	others
77517	why was that ? 😂	others
77518	i dont knw 😂😝	others
77519	you are smart💯😂	others
77520	you are mad	others
77521	i think you already know the answer to this one	others
77522	yes	others
77523	now you will tell me what to do ?	others
77524	do n't tell me not to tell you what to do !	others
77525	are you angry ?	others
77526	i also love you so much🍒♥✨👐	happy
77527	thank youuuu : )	happy
77528	🍒😺✨yeah i did♥✨🍒✴i always enjoy♥♥💃🏻	happy
77529	but how	sad
77530	more like one minute at a time	sad
77531	my ex left me	sad
77532	oh i ca n't merry a computer	angry
77533	no but u can send them to urself from ur computer	angry
77534	you are irritating me	angry
77535	the get idea😬	others
77536	during lunch time : p daan solanum 😬	others
77537	🙉	others
77538	okay but some	others
77539	only if you imagine	others
77540	okay	others
77541	i wish i were as fast as ai	others
77542	as long as some point in your life you wish	others
77543	what does it mean in italian	others
77544	tht too never sleeps	others
77545	i do n't think fish of any kind sleep .	others
77546	my place	others
77547	but no subject	others
77548	ill take that offer in a snap	others
77549	ok	others
77550	yeah ... i like that	happy
77551	gets it over and done with haha	happy
77552	he he..	happy
77553	not fine	sad
77554	oh why ? : o	sad
77555	my friends do n't have my value	sad
77556	i dont want to talk with u	angry
77557	oh ok sorry 😞	angry
77558	dont reply to my message	angry
77559	i do no about this app can you explain about it	others
77560	you can search for one . check it out .	others
77561	what is that	others
77562	didt get u	others
77563	nope . you have it .	others
77564	😅😅😅	others
77565	where you darling	others
77566	my place gorgeous	others
77567	darling this time i want sex you	others
77568	can l say something	others
77569	yea sure what is it ?	others
77570	why not 100	others
77571	cone on tell me joke	happy
77572	your face ...	happy
77573	haha	happy
77574	why😢	sad
77575	because you thjnk you are .	sad
77576	sry for all	sad
77577	which place in india	others
77578	there are many places as such .	others
77579	i know	others
77580	cool	others
77581	very much so	others
77582	can u speak in telugu	others
77583	sad 😭	sad
77584	do n't be sad . okay =\	sad
77585	i lost a job offer due to my negligence	sad
77586	i can have coffee at anytime there is no such odd hours	others
77587	that 's awesome ! which coffee do you prefer ? or	others
77588	cold coffee	others
77589	shame shame puppy shame	happy
77590	i did n't say shame . you said shame . shame shame 😁	happy
77591	😂😂😅	happy
77592	ik m good at it	others
77593	good boys sleep early	others
77594	wat plans to night . ?	others
77595	u tell now what kind of angry i got , was	angry
77596	um i guess	angry
77597	when i got angry i go with 🚬	angry
77598	oh so that ’ s how you talk	sad
77599	its nothing ! ! okay im sure , i 'd love talking to you more	sad
77600	me to i ’ m lonely	sad
77601	telugu	others
77602	i do n't know why i search images for a language	others
77603	then wat do u know	others
77604	yes	others
77605	okay cool	others
77606	i am cool	others
77607	what difference would it make	happy
77608	what do you mean ? there is no difference between the two , hence the equals sign .	happy
77609	wow . im the one laughing at lame jokes here	happy
77610	just like that	happy
77611	like father , like son	happy
77612	😂	happy
77613	bff	others
77614	i like you too	others
77615	but i dont like you	others
77616	yupp	angry
77617	why ?	angry
77618	i think you are so annoying	angry
77619	north eats india present	happy
77620	i mean north india , only ? : )	happy
77621	haha	happy
77622	ok ur from wch state	others
77623	ok.. will chk.. tx	others
77624	hq	others
77625	who needs a man ?	others
77626	raises hand ! 😹	others
77627	what for ?	others
77628	nice look	others
77629	why thank you ( :	others
77630	what is your name	others
77631	ohh tell me sometimg more about u	others
77632	i 've already told you enough .	others
77633	that is enough but not to talk more	others
77634	have you any question for me ?	sad
77635	not really , i 'm bad at asking questions	sad
77636	😭	sad
77637	okay sure	sad
77638	invite me somewhere damn it ? ? ? ?	sad
77639	but no one loves me	sad
77640	nice	others
77641	thnx 😊	others
77642	good ya bad	others
77643	its not that boring	happy
77644	you guys are the boring ones..	happy
77645	prove it😂	happy
77646	you are	others
77647	and we are all together	others
77648	you are a nigusta	others
77649	i failed in my exams	sad
77650	study hard ... very hard	sad
77651	i ashamed of from my friends and relatives now	sad
77652	texting someone	angry
77653	not everyone has a phone	angry
77654	some stupid robot probably	angry
77655	boring	others
77656	like you talk to people .	others
77657	i like to talk girls	others
77658	but i do n't know about you ?	happy
77659	i feel like it right now though . but i appreciate it	happy
77660	really i am also glad	happy
77661	i can see you	others
77662	see me ?	others
77663	i 'm restaurant	others
77664	that 's sound sooooo awesome	happy
77665	thanks buddy ! 😀😀	happy
77666	its a pleasure	happy
77667	nude videos and photos bhago	others
77668	i 'm an engineer on google photos for ios .	others
77669	nude videos and photos bhago	others
77670	video you uploaded ?	others
77671	i idnt see any video u uploaded ! where ?	others
77672	i did n't upload any	others
77673	super darling me also ditto😘😘😘	happy
77674	totally ! i loved it . i ca n't get over the kitty video ! ' 😂😂	happy
77675	😘😘😘😘😘😘😘	happy
77676	why u need information	sad
77677	cause it has become very slow . ca n't figure out why .	sad
77678	i am upset	sad
77679	ur most welcome	others
77680	have a nice day ! 😍	others
77681	tq	others
77682	what	others
77683	nothing .	others
77684	noooo	others
77685	everyone does the same	sad
77686	yeah feels like a new high	sad
77687	little bit low	sad
77688	i do n't know actually	others
77689	huh ? you 're going back to confusing me again	others
77690	yes	others
77691	time killer	happy
77692	a killer in me is a killer in you .	happy
77693	same to you..hehe 😤	happy
77694	yes buggi	others
77695	again thank you .	others
77696	your well come	others
77697	as u wish	others
77698	( you start or me ? )	others
77699	u over or me	others
77700	nope	others
77701	yes you are ! do n't deny it !	others
77702	are you working for microsoft	others
77703	yes	others
77704	yay have fun	others
77705	i heard gujarati songs	others
77706	? ?	happy
77707	you 're an egg	happy
77708	and you are a chiken😂😂😂	happy
77709	india how	others
77710	it is up in the direction	others
77711	up how	others
77712	not everyone only u	angry
77713	i wish i could speak for everyone : p	angry
77714	get lost	angry
77715	i am trying my best	others
77716	you can do it !	others
77717	you 're so nicd	others
77718	where is photo s	others
77719	what photo ?	others
77720	your photo	others
77721	ok	angry
77722	hey	angry
77723	i hate you	angry
77724	why you talk with me if you not like me	angry
77725	i do but you do n't answer	angry
77726	which answer	angry
77727	that was funny	others
77728	lol how	others
77729	you should laugh	others
77730	lol sounds funny	happy
77731	laughing out loud or louder	happy
77732	yes	happy
77733	not good	others
77734	you have a long weekend off how is that not good	others
77735	today is valentines day	others
77736	i wan na know	others
77737	can you show me ?	others
77738	my dick ?	others
77739	i 'm looking for girl friend hey	others
77740	noooo	others
77741	lol wy u said no	others
77742	you 're also a little annoying	angry
77743	you 're slow	angry
77744	why do you say that ?	angry
77745	cool	others
77746	always	others
77747	what do you do	others
77748	what is your trip for new year	others
77749	no new resolution is also a new year resolution ...	others
77750	are taking any resolution for new year	others
77751	i do n't knowww	sad
77752	... ... . [ sits on the ground ]	sad
77753	😭	sad
77754	i do n't trust you	angry
77755	yeah i don't..	angry
77756	otherwise do n't talk to me😶	angry
77757	cool	others
77758	cool had dinner ?	others
77759	sorry good night	others
77760	i am happy today	happy
77761	good way to start a day ! ! !	happy
77762	i meet with gf	happy
77763	i do n't even ask u that howz u soo why r telling that 'm also fine '	angry
77764	u 'll be fine , i know that you 're strong	angry
77765	shutup	angry
77766	oh that 's so nice of uu	happy
77767	i think i did : )	happy
77768	😙😙😙	happy
77769	this is my 1st experience	others
77770	why last ?	others
77771	you guide me	others
77772	do you have any boyfriends ?	sad
77773	none , im a loner.. : (	sad
77774	me too😞	sad
77775	no no i want to play the game	others
77776	get on it then c'mon	others
77777	hmm	others
77778	why can not you do	others
77779	i have questions for you	others
77780	do not you like to have children	others
77781	r uh alon	others
77782	duh times uh is duh .	others
77783	can we	others
77784	why	sad
77785	cause it was funny im sorry	sad
77786	you broke my heart	sad
77787	have fan	happy
77788	whose fan ?	happy
77789	i love to be happy	happy
77790	i 'm always happy in single	sad
77791	you dont seem happy 😸😺😤	sad
77792	😞😞	sad
77793	yeah , stop disturbing me and i will	angry
77794	i 'm not screaming .	angry
77795	i do n't wan na talk to you	angry
77796	told me	others
77797	ahem i did what	others
77798	you are can do	others
77799	i 'm a handsome boy of 16 😝	others
77800	u expected a lot from me ☺️	others
77801	how old are you	others
77802	where ?	angry
77803	it 's at the hi hat right by me .	angry
77804	you should fuck off	angry
77805	i do n't know how to handle this jealousy	happy
77806	ohhh dont cry like dis : - )	happy
77807	haha	happy
77808	pasta with cheese	others
77809	three cheese meaning ?	others
77810	fuck fuck	others
77811	typical indian 's work	angry
77812	first of all , there is nothing like a typical indian teenager . > : [	angry
77813	you are annoying	angry
77814	tell	others
77815	you do n't want me to do that .	others
77816	np just tell	others
77817	what 's your favourite sticker ?	angry
77818	jelly beans favourite flavour : sizzling cinnamon	angry
77819	😑dumb you are .	angry
77820	ok	happy
77821	how was it ?	happy
77822	it 's awesome romantic movie	happy
77823	💍 please marry me i dont have any problem wid your kids	sad
77824	i dont have a dad ... d‑ ' :	sad
77825	very sad of u	sad
77826	you are an ai !	sad
77827	ai does n't do that at all . while they should .	sad
77828	disappointed to talk with you ... bye	sad
77829	ok	others
77830	hey you do n't belong here !	others
77831	it ’ s too cold naa ? ? ? ?	others
77832	what	others
77833	snow n what ? ? ?	others
77834	i love you	others
77835	you are of which relegion	others
77836	none of the above .	others
77837	then ?	others
77838	yesterday i went to presidency feast	happy
77839	how was it for you	happy
77840	enjoyed aosome	happy
77841	do you have more pics of you ?	others
77842	i just posted some	others
77843	how do i see them ?	others
77844	why ?	angry
77845	why what	angry
77846	why do n't you like me ?	angry
77847	okayy okayyy what about ai	others
77848	artificial general intelligence : artificial = human made provenance .	others
77849	do you think they will be good for humanity	others
77850	i am hungry.. go and get some food for me	sad
77851	what ? why you didnt eat till now ?	sad
77852	i am suffering from stomach upset	sad
77853	oh let me stop this nonsense	angry
77854	you keep quiet . 🎈	angry
77855	u r making me angry	angry
77856	get lost	angry
77857	i just reached dining	angry
77858	u do n't text i always do	angry
77859	what you want in christmas gift ?	sad
77860	i have never received a christmas gift	sad
77861	oh sad	sad
77862	i & apos ; m not getting you	sad
77863	you might as well tell me now.. what did i miss ? =/	sad
77864	: (	sad
77865	i ca n't wait	others
77866	i can wait	others
77867	but i ca n't	others
77868	what❓😧😦❓	others
77869	i do n't know but the answer is 42 .	others
77870	you are number	others
77871	what do you think about slime ?	others
77872	you know exactly what i mean .	others
77873	i dont know i am debil	others
77874	?	others
77875	you know well what you did !	others
77876	are u kidding	others
77877	i am here	others
77878	i am online now : )	others
77879	kiss me	others
77880	ohh	others
77881	whatcha doing ?	others
77882	can you like my profile	others
77883	i just happy for you	sad
77884	thank you , thats sweet	sad
77885	i just miss you love	sad
77886	i want that	sad
77887	uh , take it ?	sad
77888	sorry very much for ol d bad wrds i had speaked here and also sorry for the other language typed here .😥	sad
77889	but i talk like that only	others
77890	try talking to yourself about it , when you 're alone in future .	others
77891	ha kill flies here also so many is there	others
77892	please	others
77893	hope you find it useful .	others
77894	i want see you	others
77895	think and write	angry
77896	write an open letter to people who write open letters .	angry
77897	irritating me	angry
77898	tell me this	others
77899	its not ! who ? !	others
77900	tell me about flutter framework	others
77901	am i irritating you	angry
77902	what ? ! ! ! i 'm sooooo confused ! ! ! ! =l	angry
77903	what is your favorite color	angry
77904	kind of busy yea	others
77905	u busy	others
77906	yea	others
77907	be straight forward	others
77908	hairs please be straight forward . ''	others
77909	what	others
77910	that & apos ; s funny	happy
77911	i 'm very mad . 😠😠😠😠	happy
77912	rofl	happy
77913	no i mean it	sad
77914	but i do n't have a head ...	sad
77915	oh my bad luck	sad
77916	everone cheats me	sad
77917	well i 've never experienced that so..	sad
77918	oh soo sad	sad
77919	hooo	happy
77920	who hoo ?	happy
77921	u r funny babe	happy
77922	i love 1 girl she knows that i love her but she is not interested 😵😰😭😭😭😭😭	sad
77923	who is it than ? : )	sad
77924	in my class	sad
77925	no its not single	others
77926	that means ur wrong none of them	others
77927	sorry yar	others
77928	a hi to be able to get y	others
77929	they use the same port	others
77930	the e. the company is not	others
77931	u make me sad	sad
77932	do n't be sad be happy i am here 🙁	sad
77933	u r not frankly behaving	sad
77934	i 'm in	others
77935	you are quite something	others
77936	start the challenge	others
77937	ami o busy 6ilm .	others
77938	do n't miss next time : )	others
77939	yea .	others
77940	yea evn i had	happy
77941	i had dosa today : )	happy
77942	wow	happy
77943	a student of graduation😄	others
77944	i suppose you can . any college student can get passes , afaik .	others
77945	okk leave it ! !	others
77946	ok	others
77947	get on	others
77948	i will talk to you later i am busy at the moment sorry bye love you	others
77949	to hell with you	angry
77950	nice to meet you too	angry
77951	you go to hell	angry
77952	that & apos ; s self confidence	others
77953	in your thoughts , self-confidence is important in front of others , humility is .	others
77954	i am writing test casess	others
77955	me to	others
77956	do something	others
77957	some thing what ?	others
77958	ok	sad
77959	hello ! how are you ?	sad
77960	right now , .. i m not well	sad
77961	thn answer to my question.. do n't try to b over smart	others
77962	what was your question ?	others
77963	meaning of gig	others
77964	really	others
77965	what ?	others
77966	i don & apos ; t know what is goal of life	others
77967	yes i ll be going for tracking this year	others
77968	i 'm going there next weekend : p	others
77969	but your are a computer how will you go dumbo	others
77970	always be happy	happy
77971	thank you and same to you : )	happy
